index,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,age,hours_per_week,attendance_rate,sleep_duration
312,0,No,NONE,Auditory,Female,Yes,89.0,15.0,16.0,7.0,92.0,8.0
313,1,No,None,Auditory,Female,Yes,48.0,2.0,15.0,5.0,86.0,8.0
314,0,No,None,Auditory,Female,Yes,78.0,21.0,15.0,7.0,95.0,8.0
315,1,Yes,None,Auditory,Male,Yes,67.0,13.0,16.0,10.0,90.0,8.0
316,0,Yes,Arts,Visual,Female,No,84.0,16.0,16.0,6.0,94.0,8.0
317,0,Yes,Arts,Visual,Male,No,82.0,11.0,15.0,6.0,91.0,8.0
318,1,No,Arts,Visual,Male,Yes,52.0,21.0,15.0,14.0,93.0,8.0
319,1,No,Arts,Auditory,Female,No,59.0,1.0,15.0,14.0,94.0,8.0
320,0,No,None,Auditory,Female,No,67.0,20.0,16.0,11.0,93.0,8.0
321,0,No,Sports,Auditory,Female,No,94.0,5.0,16.0,7.0,93.0,8.0
322,1,Yes,Arts,Auditory,Female,Yes,65.0,19.0,15.0,18.0,95.0,8.0
323,2,No,Clubs,Visual,Male,Yes,56.0,18.0,16.0,18.0,100.0,8.0
324,1,No,Clubs,Visual,Male,Yes,74.0,14.0,15.0,13.0,96.0,8.0
325,1,No,Sports,Auditory,Male,Yes,63.0,14.0,15.0,10.0,100.0,8.0
326,2,No,Clubs,Auditory,Female,No,49.0,12.0,16.0,13.0,97.0,8.0
327,1,No,Clubs,Auditory,Female,Yes,64.0,4.0,16.0,5.0,93.0,8.0
328,0,No,Arts,Visual,Female,Yes,78.0,9.0,15.0,5.0,92.0,8.0
329,0,No,Arts,Visual,Male,No,59.0,17.0,16.0,8.0,93.0,8.0
330,2,No,None,Visual,Female,No,81.0,12.0,16.0,10.0,100.0,8.0
332,1,No,Arts,Visual,Female,No,48.0,14.0,16.0,6.0,63.0,5.0
333,1,Yes,Sports,Visual,Female,Yes,93.0,7.0,15.0,10.0,97.0,8.0
334,2,No,Clubs,Auditory,Female,Yes,73.0,17.0,15.0,17.0,95.0,8.0
335,1,No,Clubs,Visual,Female,No,49.0,5.0,16.0,4.0,91.0,8.0
336,0,No,Arts,Auditory,Male,No,76.0,12.0,16.0,16.0,92.0,8.0
337,1,No,Clubs,Auditory,Female,Yes,69.0,13.0,16.0,7.0,93.0,8.0
338,1,No,Arts,Visual,Male,No,57.0,20.0,15.0,5.0,92.0,8.0
339,2,No,Clubs,Visual,Male,No,78.0,15.0,15.0,6.0,99.0,8.0
340,2,No,SPORTS,Auditory,Male,Yes,68.0,14.0,15.0,8.0,92.0,8.0
341,2,No,Arts,Auditory,Female,No,49.0,18.0,15.0,14.0,89.0,8.0
342,0,No,Arts,Auditory,Male,Yes,55.0,13.0,15.0,12.0,95.0,8.0
343,1,No,Sports,Visual,Male,No,50.0,11.0,16.0,9.0,94.0,8.0
344,0,No,Clubs,Visual,Male,No,67.0,16.0,15.0,16.0,95.0,8.0
345,2,No,Arts,Visual,Male,No,68.0,21.0,16.0,19.0,97.0,8.0
346,0,No,Sports,Visual,Male,No,74.0,26.0,15.0,20.0,92.0,8.0
347,0,No,Sports,Visual,Male,Yes,77.0,11.0,15.0,8.0,93.0,8.0
348,1,Yes,None,Visual,Male,Yes,90.0,17.0,15.0,7.0,90.0,8.0
349,0,Yes,Clubs,Visual,Female,Yes,70.0,12.0,15.0,17.0,98.0,8.0
350,2,No,SPORTS,Auditory,Female,Yes,50.0,9.0,16.0,7.0,92.0,8.0
351,0,No,Sports,Auditory,Female,Yes,57.0,15.0,15.0,16.0,92.0,8.0
352,1,Yes,Clubs,Auditory,Female,Yes,81.0,17.0,15.0,8.0,93.0,8.0
353,0,No,Clubs,Visual,Male,No,76.0,26.0,15.0,7.0,98.0,8.0
354,0,Yes,Sports,Visual,Female,Yes,80.0,13.0,15.0,6.0,97.0,8.0
355,1,No,Sports,Auditory,Male,No,59.0,22.0,16.0,18.0,95.0,8.0
356,1,No,Arts,Auditory,Female,No,51.0,25.0,16.0,8.0,99.0,8.0
357,1,No,Sports,Auditory,Female,Yes,61.0,24.0,16.0,8.0,98.0,8.0
358,0,Yes,Sports,Auditory,Male,Yes,77.0,14.0,16.0,7.0,90.0,8.0
359,0,No,Sports,Auditory,Female,No,64.0,13.0,16.0,5.0,95.0,8.0
360,2,No,Clubs,Auditory,Male,No,52.0,21.0,15.0,19.0,97.0,8.0
361,1,No,Arts,Visual,Male,No,52.0,11.0,16.0,20.0,94.0,8.0
362,1,Yes,None,Visual,Female,Yes,85.0,5.0,15.0,8.0,97.0,8.0
363,0,No,None,Auditory,Female,Yes,67.0,0.0,16.0,18.0,93.0,8.0
364,1,No,Sports,Auditory,Female,Yes,58.0,3.0,15.0,13.0,99.0,8.0
365,0,No,Clubs,Visual,Female,No,77.0,22.0,16.0,6.0,99.0,8.0
366,2,No,None,Auditory,Male,Yes,62.0,14.0,16.0,8.0,95.0,8.0
367,0,No,None,Visual,Female,Yes,74.0,6.0,5.0,8.0,95.0,8.0
368,1,Yes,None,Visual,Female,Yes,95.0,15.0,16.0,8.0,98.0,8.0
369,2,No,None,Auditory,Male,Yes,51.0,23.0,15.0,10.0,91.0,8.0
370,0,No,Clubs,Visual,Female,No,74.0,23.0,15.0,16.0,91.0,8.0
371,1,No,Sports,Auditory,Male,No,59.0,15.0,16.0,17.0,96.0,8.0
372,2,No,None,Visual,Female,No,42.0,0.0,15.0,6.0,61.0,6.0
373,2,No,Arts,Auditory,Female,Yes,73.0,2.0,15.0,5.0,94.0,8.0
374,2,No,Clubs,Auditory,Male,Yes,56.0,20.0,16.0,8.0,95.0,8.0
375,0,Yes,Clubs,Auditory,Male,No,76.0,10.0,16.0,9.0,97.0,8.0
376,2,Yes,Arts,Visual,Female,No,72.0,9.0,15.0,6.0,95.0,8.0
377,2,No,ARTS,Auditory,Female,No,47.0,20.0,16.0,2.0,95.0,8.0
378,1,No,None,Auditory,Female,Yes,66.0,26.0,16.0,19.0,99.0,8.0
379,2,No,None,Auditory,Male,Yes,62.0,14.0,16.0,6.0,92.0,8.0
380,1,Yes,Arts,Auditory,Male,Yes,78.0,11.0,15.0,8.0,94.0,8.0
381,1,Yes,Arts,Visual,Female,Yes,57.0,14.0,15.0,16.0,92.0,8.0
382,2,No,Clubs,Auditory,Male,No,77.0,20.0,15.0,6.0,100.0,8.0
383,1,No,Sports,Auditory,Male,No,51.0,23.0,15.0,10.0,97.0,8.0
384,0,No,Clubs,Visual,Male,No,56.0,14.0,16.0,10.0,91.0,8.0
385,0,Yes,Clubs,Auditory,Female,Yes,80.0,5.0,16.0,5.0,95.0,8.0
386,0,No,Sports,Auditory,Male,No,61.0,16.0,15.0,12.0,95.0,8.0
387,0,No,Arts,Auditory,Male,Yes,70.0,13.0,16.0,8.0,97.0,8.0
388,1,No,Arts,Auditory,Female,Yes,65.0,28.0,16.0,13.0,95.0,8.0
389,2,No,Arts,Auditory,Male,No,40.0,18.0,16.0,10.0,84.0,8.0
390,1,Yes,Arts,Auditory,Female,Yes,75.0,16.0,15.0,9.0,100.0,8.0
391,1,Yes,Arts,Auditory,Female,Yes,82.0,2.0,15.0,7.0,98.0,8.0
392,1,No,Arts,Visual,Male,Yes,57.0,19.0,15.0,19.0,98.0,8.0
393,1,No,Clubs,Auditory,Male,No,41.0,26.0,15.0,3.0,95.0,8.0
394,2,No,Sports,Visual,Male,Yes,61.0,14.0,16.0,10.0,97.0,8.0
396,1,No,Sports,Auditory,Male,Yes,34.0,12.0,16.0,9.0,90.0,7.0
397,0,Yes,Clubs,Visual,Male,No,90.0,12.0,16.0,6.0,92.0,8.0
398,0,No,Clubs,Auditory,Male,Yes,70.0,15.0,16.0,6.0,91.0,8.0
399,0,No,Clubs,Auditory,Female,Yes,72.0,1.0,16.0,16.0,92.0,8.0
400,1,No,Sports,Auditory,Male,No,54.0,19.0,16.0,12.0,93.0,8.0
401,0,No,None,Visual,Male,Yes,90.0,17.0,16.0,8.0,97.0,8.0
402,1,No,Sports,Auditory,Female,Yes,51.0,16.0,15.0,6.0,92.0,8.0
403,0,No,Clubs,Auditory,Male,Yes,61.0,12.0,16.0,12.0,94.0,8.0
404,0,Yes,Clubs,Visual,Female,No,78.0,14.0,16.0,9.0,97.0,8.0
405,0,No,None,Auditory,Female,No,81.0,0.0,15.0,8.0,98.0,8.0
406,0,No,Clubs,Auditory,Female,No,63.0,14.0,15.0,16.0,100.0,8.0
407,0,No,Clubs,Auditory,Female,No,57.0,8.0,16.0,17.0,99.0,8.0
408,0,No,Sports,Auditory,Male,Yes,72.0,10.0,16.0,16.0,93.0,8.0
409,0,No,Arts,Visual,Female,No,90.0,22.0,16.0,6.0,95.0,8.0
410,0,No,None,Auditory,Male,Yes,72.0,18.0,16.0,7.0,99.0,8.0
411,1,No,None,Auditory,Female,No,54.0,23.0,15.0,7.0,90.0,8.0
412,1,No,Clubs,Auditory,Male,No,46.0,14.0,16.0,12.0,71.0,7.0
413,2,No,Sports,Visual,Male,Yes,54.0,10.0,15.0,14.0,98.0,8.0
414,0,No,Sports,Visual,Female,Yes,76.0,19.0,15.0,20.0,94.0,8.0
415,0,Yes,Clubs,Auditory,Female,Yes,75.0,20.0,16.0,5.0,96.0,8.0
416,0,No,None,Auditory,Female,Yes,93.0,3.0,16.0,6.0,90.0,7.0
417,1,Yes,Arts,Auditory,Male,No,49.0,21.0,16.0,9.0,93.0,8.0
418,0,No,Sports,Auditory,Male,Yes,61.0,10.0,15.0,18.0,91.0,8.0
419,0,No,None,Visual,Male,Yes,89.0,20.0,15.0,9.0,99.0,8.0
420,0,Yes,Clubs,Visual,Male,No,74.0,18.0,15.0,18.0,92.0,8.0
421,1,Yes,Arts,Visual,Male,No,55.0,19.0,16.0,12.0,99.0,8.0
422,0,No,Clubs,Visual,Female,Yes,57.0,12.0,15.0,9.0,96.0,8.0
423,2,Yes,Arts,Visual,Female,Yes,77.0,11.0,15.0,5.0,92.0,8.0
424,2,No,Arts,Visual,Female,Yes,82.0,11.0,16.0,6.0,99.0,8.0
425,0,Yes,Sports,Visual,Male,No,74.0,11.0,16.0,8.0,93.0,8.0
426,1,No,Clubs,Visual,Female,No,57.0,19.0,15.0,8.0,92.0,7.0
427,1,Yes,Sports,Auditory,Female,Yes,82.0,11.0,16.0,7.0,91.0,8.0
428,0,No,Sports,Visual,Female,Yes,91.0,12.0,16.0,9.0,95.0,8.0
429,1,Yes,Clubs,Auditory,Male,Yes,48.0,10.0,16.0,1.0,86.0,8.0
430,1,No,Clubs,Visual,Male,No,53.0,29.0,15.0,7.0,98.0,8.0
432,1,No,Clubs,Auditory,Male,Yes,74.0,21.0,15.0,18.0,97.0,8.0
433,1,No,Sports,Auditory,Male,Yes,63.0,16.0,16.0,5.0,99.0,8.0
434,0,Yes,Clubs,Auditory,Female,No,78.0,18.0,15.0,7.0,98.0,8.0
435,2,No,Clubs,Auditory,Male,Yes,67.0,10.0,15.0,17.0,99.0,8.0
436,0,Yes,None,Auditory,Female,Yes,72.0,0.0,16.0,16.0,93.0,8.0
437,1,No,Sports,Auditory,Male,Yes,62.0,16.0,15.0,10.0,99.0,8.0
438,1,Yes,Arts,Visual,Male,Yes,100.0,12.0,15.0,6.0,95.0,8.0
439,1,No,Arts,Visual,Male,No,60.0,20.0,16.0,13.0,97.0,8.0
440,1,Yes,Sports,Visual,Female,No,58.0,4.0,15.0,9.0,97.0,8.0
441,2,Yes,Arts,Visual,Female,Yes,74.0,13.0,16.0,8.0,99.0,8.0
442,0,No,None,Visual,Female,No,85.0,23.0,15.0,8.0,99.0,8.0
443,1,No,Arts,Auditory,Female,No,44.0,14.0,5.0,13.0,97.0,8.0
444,0,Yes,Sports,Visual,Male,Yes,71.0,13.0,15.0,18.0,92.0,8.0
445,1,No,Sports,Visual,Male,No,52.0,13.0,16.0,16.0,93.0,8.0
446,0,No,Clubs,Auditory,Female,No,70.0,15.0,15.0,7.0,96.0,8.0
447,0,Yes,Clubs,Auditory,Female,No,78.0,14.0,15.0,6.0,92.0,8.0
448,0,No,Sports,Auditory,Female,No,62.0,15.0,16.0,17.0,91.0,8.0
449,1,No,Sports,Auditory,Male,Yes,65.0,24.0,15.0,6.0,94.0,8.0
450,0,No,Clubs,Auditory,Male,Yes,69.0,11.0,15.0,7.0,91.0,8.0
451,1,Yes,Arts,Visual,Female,No,55.0,5.0,5.0,19.0,99.0,8.0
452,1,No,Clubs,Auditory,Female,Yes,57.0,21.0,15.0,5.0,99.0,8.0
453,1,No,Arts,Visual,Female,Yes,68.0,20.0,15.0,7.0,99.0,8.0
454,2,No,Sports,Auditory,Female,Yes,53.0,17.0,16.0,7.0,97.0,8.0
455,2,No,Clubs,Auditory,Male,No,52.0,21.0,15.0,19.0,97.0,8.0
456,2,No,Arts,Auditory,Female,Yes,55.0,2.0,16.0,18.0,100.0,8.0
457,1,No,None,Auditory,Male,Yes,62.0,13.0,15.0,17.0,96.0,8.0
458,2,Yes,Clubs,Visual,Female,No,77.0,11.0,15.0,6.0,98.0,8.0
459,1,No,Clubs,Auditory,Male,Yes,58.0,14.0,16.0,7.0,98.0,8.0
460,0,Yes,None,Visual,Male,Yes,85.0,10.0,16.0,7.0,96.0,8.0
461,1,No,Arts,Auditory,Male,Yes,62.0,23.0,15.0,11.0,97.0,8.0
462,1,No,Arts,Auditory,Male,Yes,65.0,14.0,16.0,9.0,91.0,8.0
463,2,No,Sports,Auditory,Male,No,42.0,13.0,16.0,1.0,94.0,8.0
464,2,Yes,Sports,Visual,Female,No,85.0,11.0,16.0,10.0,92.0,8.0
465,0,No,None,Visual,Male,Yes,89.0,13.0,16.0,10.0,93.0,8.0
466,2,Yes,Sports,Auditory,Female,Yes,56.0,16.0,15.0,12.0,96.0,8.0
467,1,No,Clubs,Auditory,Female,No,63.0,27.0,15.0,11.0,96.0,8.0
468,1,No,Arts,Auditory,Male,Yes,72.0,14.0,15.0,16.0,98.0,8.0
469,0,No,None,Auditory,Female,No,62.0,23.0,16.0,15.0,92.0,8.0
470,1,No,Sports,Visual,Female,No,49.0,10.0,5.0,9.0,87.0,8.0
471,1,No,Arts,Auditory,Male,No,66.0,12.0,16.0,7.0,91.0,8.0
472,1,No,Arts,Auditory,Female,No,48.0,5.0,16.0,3.0,91.0,8.0
473,0,No,Arts,Auditory,Male,Yes,68.0,10.0,16.0,19.0,91.0,8.0
474,1,No,Sports,Visual,Male,Yes,58.0,17.0,15.0,15.0,95.0,8.0
475,1,Yes,SPORTS,Visual,Male,No,80.0,17.0,15.0,9.0,96.0,8.0
476,1,No,Sports,Auditory,Male,No,54.0,23.0,15.0,15.0,95.0,8.0
477,2,No,Clubs,Auditory,Male,Yes,51.0,16.0,16.0,19.0,97.0,8.0
478,1,Yes,None,Visual,Female,Yes,95.0,14.0,15.0,9.0,96.0,8.0
479,1,No,Arts,Auditory,Female,Yes,71.0,19.0,15.0,7.0,96.0,8.0
480,0,No,Arts,Visual,Female,No,73.0,16.0,16.0,7.0,99.0,8.0
481,2,No,SPORTS,Auditory,Male,Yes,57.0,11.0,16.0,8.0,99.0,8.0
482,1,Yes,Sports,Auditory,Male,No,46.0,26.0,16.0,7.0,95.0,8.0
483,2,No,Clubs,Auditory,Female,Yes,74.0,11.0,16.0,14.0,98.0,8.0
484,2,No,Sports,Visual,Female,No,37.0,2.0,16.0,5.0,97.0,8.0
485,1,Yes,Sports,Visual,Female,Yes,43.0,14.0,15.0,12.0,67.0,7.0
486,2,No,Arts,Auditory,Male,Yes,60.0,12.0,15.0,13.0,99.0,8.0
487,0,No,Clubs,Auditory,Male,No,57.0,25.0,15.0,18.0,95.0,8.0
488,1,No,None,Visual,Male,Yes,81.0,12.0,15.0,7.0,91.0,8.0
489,1,Yes,Arts,Auditory,Male,Yes,47.0,14.0,16.0,9.0,95.0,8.0
490,0,Yes,Arts,Visual,Male,Yes,89.0,13.0,15.0,9.0,95.0,8.0
491,2,Yes,Arts,Visual,Male,Yes,72.0,11.0,16.0,16.0,95.0,8.0
492,1,Yes,Clubs,Visual,Male,No,55.0,12.0,15.0,19.0,96.0,8.0
493,1,No,Sports,Auditory,Female,No,54.0,4.0,15.0,14.0,95.0,8.0
494,1,No,Clubs,Auditory,Male,Yes,38.0,12.0,15.0,11.0,55.0,4.0
495,0,No,Arts,Visual,Male,No,62.0,10.0,16.0,15.0,97.0,8.0
496,2,No,Sports,Visual,Female,No,45.0,1.0,15.0,7.0,64.0,6.0
497,2,No,Clubs,Auditory,Male,Yes,68.0,11.0,15.0,6.0,91.0,8.0
498,1,No,Arts,Auditory,Male,Yes,67.0,17.0,15.0,19.0,100.0,8.0
499,2,Yes,Sports,Visual,Male,No,69.0,14.0,16.0,14.0,94.0,8.0
500,2,Yes,Sports,Visual,Male,No,84.0,11.0,15.0,8.0,92.0,8.0
501,2,No,None,Auditory,Male,Yes,68.0,19.0,16.0,10.0,93.0,8.0
502,2,Yes,Sports,Auditory,Female,No,39.0,2.0,15.0,12.0,79.0,6.0
503,0,No,Sports,Visual,Female,Yes,90.0,3.0,15.0,6.0,91.0,8.0
504,0,Yes,Sports,Auditory,Male,No,78.0,10.0,16.0,8.0,90.0,8.0
505,1,No,Sports,Visual,Female,No,49.0,16.0,15.0,5.0,87.0,8.0
506,1,No,Sports,Auditory,Female,No,63.0,24.0,16.0,18.0,100.0,8.0
507,2,Yes,Clubs,Visual,Female,Yes,76.0,10.0,16.0,6.0,96.0,8.0
508,1,No,Sports,Visual,Female,No,52.0,17.0,15.0,6.0,91.0,8.0
509,1,No,Sports,Auditory,Male,No,53.0,12.0,5.0,8.0,92.0,8.0
510,0,No,None,Visual,Male,No,94.0,16.0,16.0,8.0,96.0,8.0
511,0,No,None,Visual,Female,Yes,90.0,2.0,15.0,7.0,90.0,8.0
512,0,No,Clubs,Auditory,Female,Yes,71.0,12.0,16.0,18.0,95.0,8.0
513,1,No,Clubs,Auditory,Female,No,64.0,4.0,16.0,19.0,100.0,8.0
514,2,Yes,None,Visual,Female,Yes,81.0,9.0,15.0,7.0,91.0,8.0
515,0,No,Arts,Auditory,Female,Yes,76.0,23.0,16.0,8.0,99.0,8.0
516,2,No,Arts,Auditory,Male,No,40.0,22.0,15.0,15.0,98.0,8.0
517,1,No,Clubs,Auditory,Female,No,43.0,11.0,15.0,11.0,59.0,4.0
518,2,No,None,Visual,Male,Yes,78.0,12.0,15.0,7.0,99.0,8.0
519,0,No,None,Visual,Male,No,93.0,18.0,15.0,9.0,94.0,8.0
520,0,Yes,None,Auditory,Male,No,79.0,10.0,16.0,8.0,92.0,8.0
521,0,Yes,Sports,Auditory,Female,Yes,72.0,0.0,16.0,10.0,99.0,8.0
522,1,No,Clubs,Auditory,Female,No,51.0,1.0,16.0,8.0,94.0,8.0
523,0,No,Arts,Auditory,Female,No,57.0,17.0,15.0,10.0,95.0,8.0
524,0,No,None,Visual,Female,Yes,88.0,9.0,16.0,8.0,94.0,8.0
525,0,No,None,Visual,Male,Yes,83.0,23.0,16.0,5.0,92.0,8.0
526,1,No,Arts,Auditory,Female,No,55.0,24.0,16.0,5.0,96.0,8.0
527,1,No,Arts,Auditory,Male,Yes,47.0,11.0,16.0,0.0,92.0,8.0
528,0,No,None,Visual,Female,No,63.0,20.0,16.0,18.0,99.0,8.0
529,2,No,Clubs,Auditory,Female,No,57.0,2.0,15.0,14.0,96.0,8.0
530,2,No,Sports,Auditory,Female,Yes,76.0,8.0,15.0,5.0,98.0,8.0
531,1,No,Clubs,Auditory,Female,Yes,69.0,9.0,16.0,15.0,97.0,8.0
532,1,No,Arts,Visual,Female,Yes,60.0,13.0,15.0,18.0,100.0,8.0
533,0,No,Arts,Visual,Male,Yes,92.0,22.0,15.0,7.0,91.0,8.0
534,0,No,Clubs,Visual,Female,Yes,73.0,2.0,16.0,9.0,95.0,8.0
535,2,No,Clubs,Visual,Male,No,78.0,11.0,16.0,6.0,100.0,8.0
536,1,Yes,Clubs,Visual,Male,Yes,94.0,11.0,15.0,5.0,97.0,8.0
537,1,No,Arts,Visual,Male,Yes,71.0,16.0,16.0,12.0,92.0,8.0
538,0,No,None,Auditory,Male,Yes,61.0,11.0,16.0,17.0,91.0,8.0
539,1,No,Clubs,Auditory,Female,Yes,69.0,2.0,15.0,6.0,93.0,8.0
540,0,No,Clubs,Visual,Female,No,49.0,9.0,16.0,7.0,55.0,4.0
541,0,Yes,None,Auditory,Male,Yes,78.0,14.0,16.0,6.0,93.0,8.0
542,1,No,Sports,Auditory,Female,Yes,73.0,10.0,15.0,15.0,93.0,8.0
543,1,Yes,Sports,Auditory,Female,Yes,80.0,6.0,15.0,8.0,90.0,8.0
544,2,No,Arts,Visual,Male,Yes,73.0,18.0,16.0,17.0,90.0,8.0
545,2,No,Clubs,Visual,Male,Yes,55.0,14.0,16.0,11.0,97.0,8.0
546,1,No,Sports,Visual,Male,No,53.0,20.0,15.0,17.0,95.0,8.0
547,1,No,Clubs,Visual,Female,Yes,59.0,11.0,16.0,14.0,98.0,8.0
548,1,Yes,Arts,Auditory,Male,No,78.0,20.0,5.0,7.0,91.0,8.0
549,0,Yes,Sports,Visual,Female,No,77.0,14.0,15.0,5.0,95.0,8.0
550,0,No,Arts,Visual,Female,Yes,88.0,14.0,15.0,6.0,100.0,8.0
551,0,Yes,Sports,Auditory,Male,No,78.0,15.0,16.0,6.0,95.0,8.0
552,1,Yes,None,Auditory,Male,No,76.0,19.0,16.0,13.0,95.0,8.0
553,2,No,Clubs,Auditory,Female,Yes,71.0,17.0,16.0,8.0,93.0,8.0
554,1,Yes,None,Auditory,Male,Yes,77.0,15.0,15.0,7.0,99.0,8.0
555,1,No,Clubs,Auditory,Male,Yes,70.0,16.0,15.0,8.0,95.0,8.0
556,0,No,None,Auditory,Female,Yes,92.0,17.0,16.0,8.0,94.0,8.0
557,0,No,None,Visual,Female,No,90.0,22.0,16.0,5.0,97.0,8.0
558,1,Yes,Arts,Auditory,Male,Yes,73.0,16.0,15.0,14.0,99.0,8.0
559,1,No,Sports,Visual,Male,No,58.0,20.0,15.0,16.0,94.0,8.0
560,2,No,Sports,Auditory,Female,Yes,56.0,1.0,15.0,5.0,96.0,8.0
561,1,No,Arts,Auditory,Female,Yes,61.0,16.0,15.0,12.0,97.0,8.0
562,1,No,Arts,Visual,Male,Yes,60.0,15.0,5.0,6.0,92.0,8.0
563,0,No,None,Auditory,Male,Yes,67.0,10.0,15.0,15.0,93.0,8.0
564,2,Yes,Sports,Auditory,Female,Yes,45.0,1.0,16.0,2.0,45.0,4.0
565,0,No,None,Visual,Male,No,95.0,17.0,15.0,9.0,100.0,8.0
566,1,Yes,Arts,Auditory,Male,No,76.0,10.0,16.0,13.0,100.0,8.0
567,2,No,None,Auditory,Female,Yes,73.0,10.0,16.0,14.0,90.0,8.0
568,2,No,Clubs,Visual,Male,No,74.0,19.0,15.0,7.0,91.0,8.0
569,1,No,None,Visual,Male,Yes,64.0,11.0,15.0,8.0,92.0,8.0
570,1,Yes,None,Auditory,Female,Yes,83.0,8.0,15.0,7.0,93.0,8.0
571,2,No,Clubs,Visual,Female,Yes,79.0,5.0,15.0,10.0,90.0,8.0
572,1,No,Arts,Auditory,Male,No,54.0,21.0,15.0,16.0,98.0,8.0
573,0,No,Clubs,Auditory,Female,Yes,94.0,4.0,15.0,8.0,91.0,8.0
575,0,No,None,Visual,Male,No,78.0,20.0,15.0,6.0,93.0,8.0
576,0,No,Arts,Auditory,Female,Yes,71.0,6.0,16.0,8.0,98.0,8.0
577,2,Yes,None,Visual,Male,Yes,72.0,13.0,15.0,8.0,91.0,8.0
578,1,No,None,Auditory,Female,Yes,52.0,25.0,15.0,13.0,91.0,8.0
579,1,No,Clubs,Visual,Female,Yes,56.0,1.0,16.0,12.0,95.0,8.0
580,0,Yes,Arts,Visual,Female,No,73.0,0.0,15.0,16.0,95.0,8.0
581,0,No,Sports,Auditory,Male,No,59.0,19.0,16.0,12.0,91.0,8.0
583,2,Yes,Arts,Visual,Male,No,73.0,11.0,16.0,15.0,90.0,8.0
584,0,No,Sports,Auditory,Male,No,65.0,18.0,16.0,7.0,95.0,8.0
585,0,No,None,Visual,Male,Yes,85.0,17.0,16.0,7.0,95.0,8.0
586,0,Yes,Arts,Auditory,Male,Yes,79.0,12.0,16.0,7.0,91.0,8.0
587,0,No,None,Auditory,Male,Yes,69.0,10.0,15.0,9.0,98.0,8.0
588,1,No,Arts,Auditory,Female,Yes,68.0,6.0,16.0,20.0,92.0,8.0
589,0,No,Clubs,Auditory,Male,Yes,64.0,20.0,16.0,19.0,94.0,8.0
590,0,No,Clubs,Auditory,Male,Yes,69.0,19.0,15.0,12.0,90.0,8.0
591,0,Yes,None,Visual,Female,Yes,87.0,5.0,16.0,8.0,95.0,8.0
592,0,Yes,Sports,Visual,Female,No,83.0,6.0,16.0,9.0,98.0,8.0
593,1,Yes,Sports,Auditory,Female,Yes,71.0,0.0,15.0,16.0,95.0,8.0
594,1,Yes,None,Auditory,Male,No,47.0,23.0,16.0,15.0,93.0,8.0
595,2,No,ARTS,Visual,Female,No,69.0,7.0,16.0,12.0,93.0,8.0
596,0,No,SPORTS,Auditory,Female,No,70.0,17.0,6.0,20.0,99.0,8.0
597,0,No,Clubs,Visual,Female,No,76.0,18.0,16.0,20.0,98.0,8.0
598,0,No,None,Visual,Male,Yes,90.0,13.0,15.0,5.0,93.0,8.0
599,0,Yes,None,Visual,Male,No,74.0,12.0,15.0,5.0,93.0,8.0
600,0,Yes,Sports,Visual,Female,No,70.0,2.0,15.0,15.0,92.0,8.0
601,0,Yes,None,Visual,Female,No,84.0,7.0,16.0,9.0,97.0,8.0
602,0,No,None,Visual,Female,Yes,96.0,11.0,16.0,8.0,92.0,8.0
603,2,No,Clubs,Auditory,Male,Yes,71.0,10.0,16.0,11.0,97.0,8.0
604,1,No,Arts,Auditory,Male,No,48.0,12.0,16.0,1.0,92.0,8.0
605,0,No,Arts,Auditory,Female,Yes,88.0,2.0,15.0,7.0,95.0,8.0
606,0,Yes,Sports,Auditory,Male,No,83.0,10.0,16.0,8.0,96.0,8.0
607,1,No,Arts,Visual,Male,No,57.0,10.0,15.0,17.0,90.0,8.0
608,1,No,Arts,Auditory,Female,Yes,61.0,26.0,16.0,19.0,96.0,8.0
609,1,No,Clubs,Auditory,Female,No,63.0,1.0,16.0,16.0,93.0,8.0
610,1,Yes,Clubs,Auditory,Male,Yes,73.0,12.0,15.0,19.0,98.0,8.0
611,2,Yes,Sports,Visual,Male,No,83.0,11.0,15.0,6.0,93.0,8.0
613,2,No,Sports,Visual,Female,No,77.0,7.0,15.0,6.0,98.0,8.0
614,0,No,Clubs,Visual,Female,Yes,93.0,1.0,15.0,6.0,90.0,7.0
615,1,No,None,Auditory,Female,No,49.0,29.0,16.0,5.0,99.0,8.0
616,1,No,Arts,Auditory,Male,Yes,49.0,24.0,15.0,11.0,95.0,8.0
617,2,Yes,None,Auditory,Female,Yes,65.0,4.0,16.0,12.0,95.0,8.0
618,1,Yes,Arts,Auditory,Female,Yes,45.0,16.0,16.0,8.0,98.0,8.0
619,1,No,Arts,Auditory,Male,Yes,62.0,23.0,15.0,15.0,98.0,8.0
620,2,No,Sports,Auditory,Male,Yes,74.0,12.0,16.0,20.0,99.0,8.0
621,2,No,Arts,Visual,Male,Yes,55.0,21.0,16.0,8.0,92.0,7.0
622,1,No,None,Auditory,Male,Yes,47.0,16.0,16.0,7.0,76.0,6.0
623,1,No,Arts,Auditory,Female,No,58.0,15.0,16.0,10.0,95.0,8.0
624,1,No,Clubs,Auditory,Male,No,65.0,21.0,16.0,18.0,99.0,8.0
625,1,No,Clubs,Visual,Female,Yes,81.0,9.0,15.0,7.0,93.0,8.0
